ethnicity,locus,allele,frequency,n_alleles
Chinese,HLA-C,03:326,1.1261261261261261e-05,88800
Chinese,HLA-C,07:539,1.1261261261261261e-05,88800
Chinese,HLA-C,14:80,1.1261261261261261e-05,88800
Chinese,HLA-C,03:346,1.1261261261261261e-05,88800
Chinese,HLA-C,08:41,1.1261261261261261e-05,88800
Chinese,HLA-C,07:590,1.1261261261261261e-05,88800
Chinese,HLA-C,18:01,1.1261261261261261e-05,88800
Chinese,HLA-C,08:153,1.1261261261261261e-05,88800
Chinese,HLA-C,07:154,1.1261261261261261e-05,88800
Chinese,HLA-C,03:76,1.1261261261261261e-05,88800
Chinese,HLA-C,04:AKWXK,1.1261261261261261e-05,88800
Chinese,HLA-C,08:CAVPJ,1.1261261261261261e-05,88800
Chinese,HLA-C,07:BKSYS,1.1261261261261261e-05,88800
Chinese,HLA-C,04:CWKXJ,1.1261261261261261e-05,88800
Chinese,HLA-C,15:CWKYB,1.1261261261261261e-05,88800
Chinese,HLA-C,12:XX,1.1261261261261261e-05,88800
Chinese,HLA-C,03:XX,1.1261261261261261e-05,88800
Chinese,HLA-C,01:12,1.1261261261261261e-05,88800
Chinese,HLA-C,03:193,1.1261261261261261e-05,88800
Chinese,HLA-C,15:CZE,1.1261261261261261e-05,88800
Chinese,HLA-C,04:CVHVN,1.1261261261261261e-05,88800
Indian,DQB1,06:01,0.17249544626593807,10980
Indian,DQB1,02:01,0.15710382513661203,10980
Indian,DQB1,03:01,0.12367941712204007,10980
Indian,DQB1,03:02,0.10218579234972677,10980
Indian,DQB1,05:01,0.09872495446265939,10980
Indian,DQB1,05:03,0.09744990892531877,10980
Indian,DQB1,03:03,0.0860655737704918,10980
Indian,DQB1,06:03,0.0656648451730419,10980
Indian,DQB1,05:02,0.026320582877959926,10980
Indian,DQB1,06:02,0.018670309653916212,10980
Indian,DQB1,06:09,0.017759562841530054,10980
Indian,DQB1,04:02,0.014207650273224045,10980
Indian,DQB1,06:04,0.011748633879781421,10980
Indian,DQB1,04:01,0.002823315118397086,10980
Indian,DQB1,03:05,0.0011839708561020036,10980
Indian,DQB1,05:04,0.0010018214936247723,10980
Indian,DQB1,02:07,0.0007285974499089253,10980
Indian,DQB1,06:48,0.0006375227686703097,10980
Indian,DQB1,05:23,0.0004553734061930783,10980
Indian,DQB1,02:02,0.00036429872495446266,10980
Indian,DQB1,03:11,0.000273224043715847,10980
Indian,DQB1,03:228,9.107468123861566e-05,10980
Indian,DQB1,05:10,9.107468123861566e-05,10980
Indian,DQB1,05:115,9.107468123861566e-05,10980
Indian,DQB1,06:92,9.107468123861566e-05,10980
Indian,DQB1,-:,9.107468123861566e-05,10980
Indian,DRB1,07:01,0.17058287795992713,10980
Indian,DRB1,15:01,0.10801457194899818,10980
Indian,DRB1,15:02,0.09872495446265939,10980
Indian,DRB1,14:04,0.07868852459016394,10980
Indian,DRB1,04:03,0.07058287795992714,10980
Indian,DRB1,10:01,0.06839708561020036,10980
Indian,DRB1,13:01,0.06420765027322405,10980
Indian,DRB1,03:01,0.06357012750455374,10980
Indian,DRB1,11:01,0.04426229508196721,10980
Indian,DRB1,12:02,0.04061930783242259,10980
Indian,DRB1,13:02,0.03087431693989071,10980
Indian,DRB1,01:01,0.024499089253187615,10980
Indian,DRB1,08:03,0.016302367941712203,10980
Indian,DRB1,04:01,0.013752276867030965,10980
Indian,DRB1,04:04,0.01029143897996357,10980
Indian,DRB1,09:01,0.010018214936247723,10980
Indian,DRB1,11:04,0.00947176684881603,10980
Indian,DRB1,15:06,0.009107468123861567,10980
Indian,DRB1,04:05,0.008287795992714026,10980
Indian,DRB1,14:01,0.007103825136612022,10980
Indian,DRB1,12:01,0.006102003642987249,10980
Indian,DRB1,08:02,0.005646630236794172,10980
Indian,DRB1,04:10,0.004644808743169399,10980
Indian,DRB1,16:02,0.004371584699453552,10980
Indian,DRB1,04:08,0.003005464480874317,10980
Indian,DRB1,14:15,0.002823315118397086,10980
Indian,DRB1,04:02,0.0025500910746812386,10980
Indian,DRB1,15:04,0.002276867030965392,10980
Indian,DRB1,04:07,0.0020036429872495446,10980
Indian,DRB1,04:06,0.0018214936247723133,10980
Indian,DRB1,08:01,0.001639344262295082,10980
Indian,DRB1,07:03,0.0015482695810564663,10980
Indian,DRB1,14:07,0.0015482695810564663,10980
Indian,DRB1,11:06,0.0014571948998178506,10980
Indian,DRB1,14:10,0.0011839708561020036,10980
Indian,DRB1,14:05,0.0010018214936247723,10980
Indian,DRB1,11:11,0.000819672131147541,10980
Indian,DRB1,11:66,0.000819672131147541,10980
Indian,DRB1,13:49,0.0007285974499089253,10980
Indian,DRB1,13:03,0.0006375227686703097,10980
Indian,DRB1,01:02,0.000546448087431694,10980
Indian,DRB1,04:18,0.000546448087431694,10980
Indian,DRB1,16:10,0.0004553734061930783,10980
Indian,DRB1,14:02,0.0004553734061930783,10980
Indian,DRB1,08:04,0.0004553734061930783,10980
Indian,DRB1,11:08,0.00036429872495446266,10980
Indian,DRB1,14:06,0.000273224043715847,10980
Indian,DRB1,14:18,0.000273224043715847,10980
Indian,DRB1,14:11,0.000273224043715847,10980
Indian,DRB1,11:03,0.00018214936247723133,10980
Indian,DRB1,14:19,0.00018214936247723133,10980
Indian,DRB1,10:02,0.00018214936247723133,10980
Indian,DRB1,16:01,0.00018214936247723133,10980
Indian,DRB1,14:03,0.00018214936247723133,10980
Indian,DRB1,08:09,9.107468123861566e-05,10980
Indian,DRB1,04:13,9.107468123861566e-05,10980
Indian,DRB1,11:18,9.107468123861566e-05,10980
Indian,DRB1,08:10,9.107468123861566e-05,10980
Indian,DRB1,03:02,9.107468123861566e-05,10980
Indian,DRB1,11:29,9.107468123861566e-05,10980
Indian,DRB1,08:12,9.107468123861566e-05,10980
Indian,DRB1,07:41,9.107468123861566e-05,10980
Indian,DRB1,14:33,9.107468123861566e-05,10980
Indian,DRB1,04:09,9.107468123861566e-05,10980
Indian,DRB1,13:12,9.107468123861566e-05,10980
Indian,DRB1,16:38,9.107468123861566e-05,10980
Indian,DRB1,09:27,9.107468123861566e-05,10980
Indian,DRB1,14:28,9.107468123861566e-05,10980
Indian,DRB1,15:47,9.107468123861566e-05,10980
Indian,DRB1,13:50,9.107468123861566e-05,10980
Indian,HLA-A,24:02,0.16584699453551913,10980
Indian,HLA-A,11:01,0.142896174863388,10980
Indian,HLA-A,01:01,0.13852459016393442,10980
Indian,HLA-A,33:03,0.09981785063752277,10980
Indian,HLA-A,02:11,0.06402550091074681,10980
Indian,HLA-A,03:01,0.06174863387978142,10980
Indian,HLA-A,02:01,0.05382513661202186,10980
Indian,HLA-A,68:01,0.05309653916211293,10980
Indian,HLA-A,26:01,0.03961748633879782,10980
Indian,HLA-A,31:01,0.029234972677595627,10980
Indian,HLA-A,32:01,0.02622950819672131,10980
Indian,HLA-A,24:07,0.022222222222222223,10980
Indian,HLA-A,02:06,0.01703096539162113,10980
Indian,HLA-A,30:01,0.015027322404371584,10980
Indian,HLA-A,02:03,0.011657559198542805,10980
Indian,HLA-A,29:01,0.008652094717668488,10980
Indian,HLA-A,02:16,0.008287795992714026,10980
Indian,HLA-A,03:02,0.006557377049180328,10980
Indian,HLA-A,02:05,0.006284153005464481,10980
Indian,HLA-A,23:01,0.004918032786885246,10980
Indian,HLA-A,24:17,0.0031876138433515485,10980
Indian,HLA-A,24:03,0.0030965391621129326,10980
Indian,HLA-A,02:07,0.00273224043715847,10980
Indian,HLA-A,30:02,0.0026411657559198545,10980
Indian,HLA-A,34:01,0.0025500910746812386,10980
Indian,HLA-A,24:10,0.0017304189435336976,10980
Indian,HLA-A,02:20,0.0012750455373406193,10980
Indian,HLA-A,11:02,0.0012750455373406193,10980
Indian,HLA-A,74:01,0.000819672131147541,10980
Indian,HLA-A,33:01,0.0006375227686703097,10980
Indian,HLA-A,11:03,0.000546448087431694,10980
Indian,HLA-A,31:12,0.0004553734061930783,10980
Indian,HLA-A,29:02,0.00036429872495446266,10980
Indian,HLA-A,30:04,0.00036429872495446266,10980
Indian,HLA-A,02:02,0.000273224043715847,10980
Indian,HLA-A,02:08,0.00018214936247723133,10980
Indian,HLA-A,31:16,0.00018214936247723133,10980
Indian,HLA-A,03:76,0.00018214936247723133,10980
Indian,HLA-A,68:02,0.00018214936247723133,10980
Indian,HLA-A,68:99,0.00018214936247723133,10980
Indian,HLA-A,33:112,0.00018214936247723133,10980
Indian,HLA-A,74:03,0.00018214936247723133,10980
Indian,HLA-A,11:20,9.107468123861566e-05,10980
Indian,HLA-A,11:233,9.107468123861566e-05,10980
Indian,HLA-A,01:12,9.107468123861566e-05,10980
Indian,HLA-A,11:19,9.107468123861566e-05,10980
Indian,HLA-A,11:04,9.107468123861566e-05,10980
Indian,HLA-A,11:44,9.107468123861566e-05,10980
Indian,HLA-A,24:37,9.107468123861566e-05,10980
Indian,HLA-A,02:64,9.107468123861566e-05,10980
Indian,HLA-A,32:11Q,9.107468123861566e-05,10980
Indian,HLA-A,24:121,9.107468123861566e-05,10980
Indian,HLA-A,68:50,9.107468123861566e-05,10980
Indian,HLA-A,66:01,9.107468123861566e-05,10980
Indian,HLA-A,11:58,9.107468123861566e-05,10980
Indian,HLA-A,34:02,9.107468123861566e-05,10980
Indian,HLA-B,40:06,0.10072859744990892,10980
Indian,HLA-B,52:01,0.07650273224043716,10980
Indian,HLA-B,57:01,0.07222222222222222,10980
Indian,HLA-B,51:01,0.0697632058287796,10980
Indian,HLA-B,44:03,0.06120218579234973,10980
Indian,HLA-B,35:03,0.05728597449908925,10980
Indian,HLA-B,58:01,0.052276867030965395,10980
Indian,HLA-B,35:01,0.05145719489981785,10980
Indian,HLA-B,07:05,0.0395264116575592,10980
Indian,HLA-B,07:02,0.03925318761384335,10980
Indian,HLA-B,37:01,0.03642987249544627,10980
Indian,HLA-B,08:01,0.02877959927140255,10980
Indian,HLA-B,15:02,0.027868852459016394,10980
Indian,HLA-B,40:01,0.02522768670309654,10980
Indian,HLA-B,18:01,0.022859744990892533,10980
Indian,HLA-B,55:01,0.021129326047358836,10980
Indian,HLA-B,15:18,0.019489981785063754,10980
Indian,HLA-B,50:01,0.016939890710382512,10980
Indian,HLA-B,13:01,0.016939890710382512,10980
Indian,HLA-B,15:01,0.016484517304189435,10980
Indian,HLA-B,13:02,0.015846994535519125,10980
Indian,HLA-B,38:02,0.010109289617486339,10980
Indian,HLA-B,51:06,0.009744990892531877,10980
Indian,HLA-B,15:05,0.008652094717668488,10980
Indian,HLA-B,15:17,0.008105646630236794,10980
Indian,HLA-B,39:01,0.007285974499089253,10980
Indian,HLA-B,56:01,0.007285974499089253,10980
Indian,HLA-B,27:05,0.006557377049180328,10980
Indian,HLA-B,15:25,0.005919854280510018,10980
Indian,HLA-B,49:01,0.005555555555555556,10980
Indian,HLA-B,44:02,0.005282331511839709,10980
Indian,HLA-B,40:02,0.003825136612021858,10980
Indian,HLA-B,15:13,0.0036429872495446266,10980
Indian,HLA-B,46:01,0.0030965391621129326,10980
Indian,HLA-B,35:05,0.0029143897996357013,10980
Indian,HLA-B,41:01,0.002823315118397086,10980
Indian,HLA-B,27:04,0.0025500910746812386,10980
Indian,HLA-B,27:07,0.002459016393442623,10980
Indian,HLA-B,48:01,0.002459016393442623,10980
Indian,HLA-B,15:08,0.002276867030965392,10980
Indian,HLA-B,51:07,0.0020947176684881605,10980
Indian,HLA-B,15:21,0.0020036429872495446,10980
Indian,HLA-B,35:02,0.0018214936247723133,10980
Indian,HLA-B,55:02,0.0018214936247723133,10980
Indian,HLA-B,18:02,0.0017304189435336976,10980
Indian,HLA-B,35:08,0.0017304189435336976,10980
Indian,HLA-B,38:01,0.0015482695810564663,10980
Indian,HLA-B,15:29,0.0015482695810564663,10980
Indian,HLA-B,53:01,0.0014571948998178506,10980
Indian,HLA-B,39:06,0.0012750455373406193,10980
Indian,HLA-B,51:08,0.001092896174863388,10980
Indian,HLA-B,51:02,0.0010018214936247723,10980
Indian,HLA-B,54:01,0.000819672131147541,10980
Indian,HLA-B,48:04,0.0007285974499089253,10980
Indian,HLA-B,51:19,0.0007285974499089253,10980
Indian,HLA-B,27:06,0.0007285974499089253,10980
Indian,HLA-B,45:01,0.0006375227686703097,10980
Indian,HLA-B,15:32,0.0006375227686703097,10980
Indian,HLA-B,14:02,0.000546448087431694,10980
Indian,HLA-B,40:23,0.000546448087431694,10980
Indian,HLA-B,27:02,0.000546448087431694,10980
Indian,HLA-B,15:10,0.0004553734061930783,10980
Indian,HLA-B,15:04,0.00036429872495446266,10980
Indian,HLA-B,52:04,0.00036429872495446266,10980
Indian,HLA-B,15:35,0.00036429872495446266,10980
Indian,HLA-B,40:26,0.000273224043715847,10980
Indian,HLA-B,47:01,0.000273224043715847,10980
Indian,HLA-B,15:12,0.000273224043715847,10980
Indian,HLA-B,15:75,0.000273224043715847,10980
Indian,HLA-B,40:50,0.000273224043715847,10980
Indian,HLA-B,37:04,0.000273224043715847,10980
Indian,HLA-B,57:03,0.00018214936247723133,10980
Indian,HLA-B,44:06,0.00018214936247723133,10980
Indian,HLA-B,35:30,0.00018214936247723133,10980
Indian,HLA-B,55:03,0.00018214936247723133,10980
Indian,HLA-B,40:10,0.00018214936247723133,10980
Indian,HLA-B,40:295,0.00018214936247723133,10980
Indian,HLA-B,40:03,9.107468123861566e-05,10980
Indian,HLA-B,35:310,9.107468123861566e-05,10980
Indian,HLA-B,15:09,9.107468123861566e-05,10980
Indian,HLA-B,15:03,9.107468123861566e-05,10980
Indian,HLA-B,15:38,9.107468123861566e-05,10980
Indian,HLA-B,41:02,9.107468123861566e-05,10980
Indian,HLA-B,15:11,9.107468123861566e-05,10980
Indian,HLA-B,14:03,9.107468123861566e-05,10980
Indian,HLA-B,15:113,9.107468123861566e-05,10980
Indian,HLA-B,07:09,9.107468123861566e-05,10980
Indian,HLA-B,42:01,9.107468123861566e-05,10980
Indian,HLA-B,35:21,9.107468123861566e-05,10980
Indian,HLA-B,18:116,9.107468123861566e-05,10980
Indian,HLA-B,18:22,9.107468123861566e-05,10980
Indian,HLA-B,15:46,9.107468123861566e-05,10980
Indian,HLA-B,51:09,9.107468123861566e-05,10980
Indian,HLA-B,35:360,9.107468123861566e-05,10980
Indian,HLA-B,56:03,9.107468123861566e-05,10980
Indian,HLA-B,56:04,9.107468123861566e-05,10980
Indian,HLA-B,58:02,9.107468123861566e-05,10980
Indian,HLA-B,53:09,9.107468123861566e-05,10980
Indian,HLA-C,06:02,0.14225865209471766,10980
Indian,HLA-C,07:02,0.12304189435336976,10980
Indian,HLA-C,04:01,0.11120218579234972,10980
Indian,HLA-C,15:02,0.09116575591985428,10980
Indian,HLA-C,12:02,0.08406193078324226,10980
Indian,HLA-C,07:01,0.07932604735883425,10980
Indian,HLA-C,03:02,0.05218579234972678,10980
Indian,HLA-C,12:03,0.04562841530054645,10980
Indian,HLA-C,14:02,0.04353369763205829,10980
Indian,HLA-C,01:02,0.04289617486338798,10980
Indian,HLA-C,08:01,0.03333333333333333,10980
Indian,HLA-C,07:04,0.02459016393442623,10980
Indian,HLA-C,16:02,0.02331511839708561,10980
Indian,HLA-C,03:04,0.019216757741347904,10980
Indian,HLA-C,03:03,0.018852459016393444,10980
Indian,HLA-C,04:03,0.017486338797814208,10980
Indian,HLA-C,02:02,0.008469945355191256,10980
Indian,HLA-C,15:05,0.008014571948998178,10980
Indian,HLA-C,05:01,0.006466302367941712,10980
Indian,HLA-C,07:26,0.005009107468123861,10980
Indian,HLA-C,12:04,0.003916211293260473,10980
Indian,HLA-C,15:07,0.0036429872495446266,10980
Indian,HLA-C,17:01,0.002459016393442623,10980
Indian,HLA-C,04:10,0.0012750455373406193,10980
Indian,HLA-C,15:04,0.001092896174863388,10980
Indian,HLA-C,08:03,0.0009107468123861566,10980
Indian,HLA-C,04:06,0.000819672131147541,10980
Indian,HLA-C,16:04,0.0007285974499089253,10980
Indian,HLA-C,07:29,0.0006375227686703097,10980
Indian,HLA-C,08:02,0.0006375227686703097,10980
Indian,HLA-C,16:01,0.0004553734061930783,10980
Indian,HLA-C,07:13,0.000273224043715847,10980
Indian,HLA-C,01:17,0.000273224043715847,10980
Indian,HLA-C,01:03,0.000273224043715847,10980
Indian,HLA-C,03:88,0.000273224043715847,10980
Indian,HLA-C,02:08,0.00018214936247723133,10980
Indian,HLA-C,12:09,0.00018214936247723133,10980
Indian,HLA-C,06:203,0.00018214936247723133,10980
Indian,HLA-C,14:03,0.00018214936247723133,10980
Indian,HLA-C,16:30N,0.00018214936247723133,10980
Indian,HLA-C,12:132,9.107468123861566e-05,10980
Indian,HLA-C,04:147,9.107468123861566e-05,10980
Indian,HLA-C,07:317,9.107468123861566e-05,10980
Indian,HLA-C,04:29,9.107468123861566e-05,10980
Indian,HLA-C,07:17,9.107468123861566e-05,10980
Indian,HLA-C,04:AKWXK,9.107468123861566e-05,10980
Indian,HLA-C,12:05,9.107468123861566e-05,10980
Indian,HLA-C,14:24,9.107468123861566e-05,10980
Indian,HLA-C,16:104,9.107468123861566e-05,10980
Indian,HLA-C,15:68,9.107468123861566e-05,10980
Indian,HLA-C,12:41,9.107468123861566e-05,10980
Indian,HLA-C,12:08,9.107468123861566e-05,10980
Indian,HLA-C,16:12,9.107468123861566e-05,10980
Indian,HLA-C,16:19,9.107468123861566e-05,10980
Indian,HLA-C,15:33,9.107468123861566e-05,10980
Malay,DQB1,03:01,0.35362136966654717,11156
Malay,DQB1,05:01,0.12513445679455001,11156
Malay,DQB1,06:01,0.10774471136608103,11156
Malay,DQB1,02:01,0.10496593761204732,11156
Malay,DQB1,05:02,0.10397992111868053,11156
Malay,DQB1,03:03,0.053334528504840446,11156
Malay,DQB1,05:03,0.05198996055934026,11156
Malay,DQB1,03:02,0.027249910362136965,11156
Malay,DQB1,04:01,0.01541771244173539,11156
Malay,DQB1,04:02,0.014969523126568662,11156
Malay,DQB1,06:02,0.014879885263535318,11156
Malay,DQB1,06:09,0.01120473287916816,11156
Malay,DQB1,06:03,0.01120473287916816,11156
Malay,DQB1,06:04,0.0024202223019003225,11156
Malay,DQB1,02:02,0.00035855145213338117,11156
Malay,DQB1,05:66,0.00026891358910003586,11156
Malay,DQB1,05:23,0.00026891358910003586,11156
Malay,DQB1,02:51,0.00017927572606669058,11156
Malay,DQB1,06:10,0.00017927572606669058,11156
Malay,DQB1,02:07,8.963786303334529e-05,11156
Malay,DQB1,05:18,8.963786303334529e-05,11156
Malay,DQB1,03:BMSUA,8.963786303334529e-05,11156
Malay,DQB1,06:48,8.963786303334529e-05,11156
Malay,DQB1,06:132,8.963786303334529e-05,11156
Malay,DQB1,05:CAVTE,8.963786303334529e-05,11156
Malay,DQB1,04:05,8.963786303334529e-05,11156
Malay,DRB1,12:02,0.3494083901039799,11156
Malay,DRB1,15:02,0.185102187163858,11156
Malay,DRB1,07:01,0.07843313015417712,11156
Malay,DRB1,15:01,0.05907135173897454,11156
Malay,DRB1,03:01,0.03944065973467192,11156
Malay,DRB1,09:01,0.03935102187163858,11156
Malay,DRB1,14:04,0.03657224811760488,11156
Malay,DRB1,04:05,0.031911079239870924,11156
Malay,DRB1,16:02,0.031911079239870924,11156
Malay,DRB1,08:03,0.026084618142703478,11156
Malay,DRB1,11:01,0.021692362854069558,11156
Malay,DRB1,04:03,0.016045177482968805,11156
Malay,DRB1,13:02,0.013804230907135173,11156
Malay,DRB1,10:01,0.013356041591968447,11156
Malay,DRB1,13:01,0.010846181427034779,11156
Malay,DRB1,14:01,0.0076192183578343495,11156
Malay,DRB1,04:06,0.0051989960559340265,11156
Malay,DRB1,01:01,0.004840444603800645,11156
Malay,DRB1,12:01,0.003764790247400502,11156
Malay,DRB1,14:05,0.0025994980279670133,11156
Malay,DRB1,11:06,0.0024202223019003225,11156
Malay,DRB1,04:04,0.0020616708497669415,11156
Malay,DRB1,08:02,0.001882395123700251,11156
Malay,DRB1,04:01,0.0017031193976335603,11156
Malay,DRB1,14:10,0.0015238436715668698,11156
Malay,DRB1,08:12,0.0013445679455001793,11156
Malay,DRB1,11:05,0.0011652922194334888,11156
Malay,DRB1,11:04,0.0010756543564001434,11156
Malay,DRB1,08:09,0.000986016493366798,11156
Malay,DRB1,14:07,0.0008963786303334528,11156
Malay,DRB1,01:02,0.0007171029042667623,11156
Malay,DRB1,08:04,0.0007171029042667623,11156
Malay,DRB1,04:02,0.000627465041233417,11156
Malay,DRB1,04:10,0.000627465041233417,11156
Malay,DRB1,13:12,0.000627465041233417,11156
Malay,DRB1,14:08,0.0004481893151667264,11156
Malay,DRB1,14:18,0.0004481893151667264,11156
Malay,DRB1,15:03,0.0004481893151667264,11156
Malay,DRB1,15:04,0.0004481893151667264,11156
Malay,DRB1,04:08,0.00026891358910003586,11156
Malay,DRB1,14:15,0.00026891358910003586,11156
Malay,DRB1,15:14,0.00026891358910003586,11156
Malay,DRB1,15:06,0.00026891358910003586,11156
Malay,DRB1,08:19,0.00017927572606669058,11156
Malay,DRB1,11:12,0.00017927572606669058,11156
Malay,DRB1,08:01,0.00017927572606669058,11156
Malay,DRB1,13:03,0.00017927572606669058,11156
Malay,DRB1,14:03,0.00017927572606669058,11156
Malay,DRB1,11:66,8.963786303334529e-05,11156
Malay,DRB1,04:07,8.963786303334529e-05,11156
Malay,DRB1,11:11,8.963786303334529e-05,11156
Malay,DRB1,11:02,8.963786303334529e-05,11156
Malay,DRB1,14:20,8.963786303334529e-05,11156
Malay,DRB1,13:49,8.963786303334529e-05,11156
Malay,DRB1,14:119,8.963786303334529e-05,11156
Malay,DRB1,14:25,8.963786303334529e-05,11156
Malay,DRB1,16:01,8.963786303334529e-05,11156
Malay,HLA-A,11:01,0.18026174256005736,11156
Malay,HLA-A,24:07,0.17622803872355683,11156
Malay,HLA-A,24:02,0.16869845822875582,11156
Malay,HLA-A,33:03,0.1015596988167802,11156
Malay,HLA-A,02:01,0.08004661168877734,11156
Malay,HLA-A,34:01,0.0627465041233417,11156
Malay,HLA-A,24:10,0.044550017927572606,11156
Malay,HLA-A,02:03,0.04311581211903908,11156
Malay,HLA-A,01:01,0.02016851918250269,11156
Malay,HLA-A,02:06,0.019451416278235927,11156
Malay,HLA-A,02:07,0.014969523126568662,11156
Malay,HLA-A,26:01,0.013535317318035138,11156
Malay,HLA-A,03:01,0.010935819290068125,11156
Malay,HLA-A,74:01,0.006991753316600932,11156
Malay,HLA-A,02:11,0.006364288275367515,11156
Malay,HLA-A,68:01,0.006185012549300825,11156
Malay,HLA-A,31:01,0.006095374686267479,11156
Malay,HLA-A,32:01,0.006005736823234134,11156
Malay,HLA-A,30:01,0.005826461097167443,11156
Malay,HLA-A,29:01,0.005109358192900681,11156
Malay,HLA-A,11:04,0.005019720329867336,11156
Malay,HLA-A,11:02,0.004392255288633919,11156
Malay,HLA-A,02:05,0.0017927572606669057,11156
Malay,HLA-A,34:05,0.0010756543564001434,11156
Malay,HLA-A,23:01,0.0008963786303334528,11156
Malay,HLA-A,03:02,0.0008067407673001076,11156
Malay,HLA-A,24:17,0.0008067407673001076,11156
Malay,HLA-A,30:02,0.0008067407673001076,11156
Malay,HLA-A,68:02,0.0007171029042667623,11156
Malay,HLA-A,24:03,0.000627465041233417,11156
Malay,HLA-A,02:02,0.0004481893151667264,11156
Malay,HLA-A,11:03,0.00035855145213338117,11156
Malay,HLA-A,02:16,0.00026891358910003586,11156
Malay,HLA-A,01:03,0.00026891358910003586,11156
Malay,HLA-A,02:64,0.00026891358910003586,11156
Malay,HLA-A,29:10,0.00026891358910003586,11156
Malay,HLA-A,29:02,0.00017927572606669058,11156
Malay,HLA-A,24:234,0.00017927572606669058,11156
Malay,HLA-A,30:04,0.00017927572606669058,11156
Malay,HLA-A,24:20,0.00017927572606669058,11156
Malay,HLA-A,69:01,0.00017927572606669058,11156
Malay,HLA-A,33:01,0.00017927572606669058,11156
Malay,HLA-A,01:211,8.963786303334529e-05,11156
Malay,HLA-A,02:10,8.963786303334529e-05,11156
Malay,HLA-A,31:12,8.963786303334529e-05,11156
Malay,HLA-A,01:188,8.963786303334529e-05,11156
Malay,HLA-A,11:19,8.963786303334529e-05,11156
Malay,HLA-A,02:92,8.963786303334529e-05,11156
Malay,HLA-A,24:CMVTC,8.963786303334529e-05,11156
Malay,HLA-A,02:BKSXJ,8.963786303334529e-05,11156
Malay,HLA-A,66:01,8.963786303334529e-05,11156
Malay,HLA-A,34:02,8.963786303334529e-05,11156
Malay,HLA-A,68:24,8.963786303334529e-05,11156
Malay,HLA-A,24:CJMPH,8.963786303334529e-05,11156
Malay,HLA-A,11:GMDT,8.963786303334529e-05,11156
Malay,HLA-A,11:CAVJD,8.963786303334529e-05,11156
Malay,HLA-B,15:02,0.1148261025457153,11156
Malay,HLA-B,18:01,0.08309429903191108,11156
Malay,HLA-B,15:13,0.07941914664754392,11156
Malay,HLA-B,35:05,0.07090354965937612,11156
Malay,HLA-B,38:02,0.05494801003944066,11156
Malay,HLA-B,44:03,0.053155252778773754,11156
Malay,HLA-B,15:21,0.05037647902474005,11156
Malay,HLA-B,40:01,0.0447292936536393,11156
Malay,HLA-B,58:01,0.044550017927572606,11156
Malay,HLA-B,13:01,0.035048404446038,11156
Malay,HLA-B,18:02,0.033524560774471135,11156
Malay,HLA-B,51:01,0.031911079239870924,11156
Malay,HLA-B,52:01,0.027070634636070276,11156
Malay,HLA-B,27:06,0.02456077447113661,11156
Malay,HLA-B,51:02,0.023664395840803154,11156
Malay,HLA-B,46:01,0.019809967730369308,11156
Malay,HLA-B,40:06,0.019541054141269273,11156
Malay,HLA-B,07:05,0.018913589100035856,11156
Malay,HLA-B,15:25,0.01541771244173539,11156
Malay,HLA-B,35:30,0.012997490139835066,11156
Malay,HLA-B,35:03,0.012011473646468268,11156
Malay,HLA-B,57:01,0.010846181427034779,11156
Malay,HLA-B,35:01,0.008874148440301183,11156
Malay,HLA-B,40:02,0.007708856220867695,11156
Malay,HLA-B,07:02,0.007260666905700968,11156
Malay,HLA-B,13:02,0.005467909645034063,11156
Malay,HLA-B,15:01,0.0051989960559340265,11156
Malay,HLA-B,55:02,0.0051989960559340265,11156
Malay,HLA-B,15:12,0.004840444603800645,11156
Malay,HLA-B,56:04,0.0047508067407673,11156
Malay,HLA-B,08:01,0.0047508067407673,11156
Malay,HLA-B,39:01,0.004302617425600574,11156
Malay,HLA-B,37:01,0.004123341699533883,11156
Malay,HLA-B,56:01,0.0038544281104338474,11156
Malay,HLA-B,48:01,0.0034062387952671206,11156
Malay,HLA-B,54:01,0.0033166009322337757,11156
Malay,HLA-B,15:18,0.002778773754033704,11156
Malay,HLA-B,40:10,0.0026891358910003586,11156
Malay,HLA-B,50:01,0.002509860164933668,11156
Malay,HLA-B,55:01,0.002509860164933668,11156
Malay,HLA-B,27:04,0.0022409465758336322,11156
Malay,HLA-B,15:35,0.002151308712800287,11156
Malay,HLA-B,41:01,0.001882395123700251,11156
Malay,HLA-B,15:17,0.0017927572606669057,11156
Malay,HLA-B,15:32,0.0015238436715668698,11156
Malay,HLA-B,27:05,0.0014342058085335247,11156
Malay,HLA-B,15:06,0.0014342058085335247,11156
Malay,HLA-B,49:01,0.001254930082466834,11156
Malay,HLA-B,39:15,0.0011652922194334888,11156
Malay,HLA-B,27:07,0.0011652922194334888,11156
Malay,HLA-B,15:08,0.0010756543564001434,11156
Malay,HLA-B,35:02,0.000986016493366798,11156
Malay,HLA-B,44:02,0.000986016493366798,11156
Malay,HLA-B,15:27,0.0008963786303334528,11156
Malay,HLA-B,14:02,0.0008963786303334528,11156
Malay,HLA-B,51:06,0.0008963786303334528,11156
Malay,HLA-B,73:01,0.0008963786303334528,11156
Malay,HLA-B,48:04,0.0008067407673001076,11156
Malay,HLA-B,53:01,0.0007171029042667623,11156
Malay,HLA-B,38:64,0.000627465041233417,11156
