ethnicity,locus,allele,count,total,frequency
Others,HLA-C,03:17,1,7534,0.00013273161667109106
Others,HLA-C,03:193,1,7534,0.00013273161667109106
Others,HLA-C,03:258,1,7534,0.00013273161667109106
Others,HLA-C,03:310,1,7534,0.00013273161667109106
Others,HLA-C,03:37,1,7534,0.00013273161667109106
Others,HLA-C,03:38,1,7534,0.00013273161667109106
Others,HLA-C,03:85,1,7534,0.00013273161667109106
Others,HLA-C,03:CAVNN,1,7534,0.00013273161667109106
Others,HLA-C,04:01,845,7534,0.11215821608707194
Others,HLA-C,04:03,263,7534,0.03490841518449695
Others,HLA-C,04:04,1,7534,0.00013273161667109106
Others,HLA-C,04:06,42,7534,0.005574727900185824
Others,HLA-C,04:10,3,7534,0.00039819485001327314
Others,HLA-C,04:AKWXK,3,7534,0.00039819485001327314
Others,HLA-C,04:BCZH,2,7534,0.0002654632333421821
Others,HLA-C,04:BCZHN,3,7534,0.00039819485001327314
Others,HLA-C,04:CAVNU,2,7534,0.0002654632333421821
Others,HLA-C,04:JKTU,3,7534,0.00039819485001327314
Others,HLA-C,05:01,200,7534,0.026546323334218212
Others,HLA-C,06:02,429,7534,0.056941863551898064
Others,HLA-C,06:86,1,7534,0.00013273161667109106
Others,HLA-C,07:01,574,7534,0.07618794796920626
Others,HLA-C,07:02,1260,7534,0.16724183700557474
Others,HLA-C,07:04,193,7534,0.025617202017520574
Others,HLA-C,07:06,1,7534,0.00013273161667109106
Others,HLA-C,07:26,2,7534,0.0002654632333421821
Others,HLA-C,07:27,10,7534,0.0013273161667109105
Others,HLA-C,07:CAVPC,1,7534,0.00013273161667109106
Others,HLA-C,07:CAVPF,2,7534,0.0002654632333421821
Others,HLA-C,07:XX,1,7534,0.00013273161667109106
Others,HLA-C,08:01,635,7534,0.08428457658614281
Others,HLA-C,08:02,98,7534,0.013007698433766923
Others,HLA-C,08:03,12,7534,0.0015927794000530925
Others,HLA-C,08:06,1,7534,0.00013273161667109106
Others,HLA-C,08:16,1,7534,0.00013273161667109106
Others,HLA-C,12:02,251,7534,0.03331563578444385
Others,HLA-C,12:03,221,7534,0.029333687284311124
Others,HLA-C,12:04,33,7534,0.004380143350146005
Others,HLA-C,12:05,2,7534,0.0002654632333421821
Others,HLA-C,12:09,2,7534,0.0002654632333421821
Others,HLA-C,12:64,1,7534,0.00013273161667109106
Others,HLA-C,14:02,202,7534,0.02681178656756039
Others,HLA-C,14:03,26,7534,0.0034510220334483675
Others,HLA-C,15:02,289,7534,0.03835943721794532
Others,HLA-C,15:04,4,7534,0.0005309264666843643
Others,HLA-C,15:05,57,7534,0.00756570215025219
Others,HLA-C,15:07,2,7534,0.0002654632333421821
Others,HLA-C,16:01,74,7534,0.009822139633660737
Others,HLA-C,16:02,47,7534,0.00623838598354128
Others,HLA-C,16:04,6,7534,0.0007963897000265463
Others,HLA-C,17:01,40,7534,0.005309264666843642
Others,HLA-C,18:01,4,7534,0.0005309264666843643
