N,coverage,match_level,ethnicity,model_variant
5111433.483440165,0.7906891397184528,8of8,Chinese,cross_ethnic
5478901.179593934,0.7963576583478592,8of8,Chinese,cross_ethnic
5872786.613189477,0.8019391865757858,8of8,Chinese,cross_ethnic
6294988.990221888,0.8074331280342251,8of8,Chinese,cross_ethnic
6747544.053110686,0.8128389286716924,8of8,Chinese,cross_ethnic
7232633.896483534,0.8181560732520639,8of8,Chinese,cross_ethnic
7752597.488629464,0.8233840833176407,8of8,Chinese,cross_ethnic
8309941.949353387,0.8285225166765722,8of8,Chinese,cross_ethnic
8907354.63861044,0.8335709683137066,8of8,Chinese,cross_ethnic
9547716.114208067,0.8385290724885718,8of8,Chinese,cross_ethnic
10234114.021054527,0.8433965057009655,8of8,Chinese,cross_ethnic
10969857.97892384,0.8481729901859197,8of8,Chinese,cross_ethnic
11758495.540521558,0.8528582976402576,8of8,Chinese,cross_ethnic
12603829.296797274,0.8574522529614075,8of8,Chinese,cross_ethnic
13509935.211980252,0.8619547378659073,8of8,Chinese,cross_ethnic
14481182.27674533,0.8663656943223933,8of8,Chinese,cross_ethnic
15522253.57427048,0.870685127764631,8of8,Chinese,cross_ethnic
16638168.860761274,0.8749131100424518,8of8,Chinese,cross_ethnic
17834308.769319095,0.87904978203429,8of8,Chinese,cross_ethnic
19116440.753856998,0.8830953558041341,8of8,Chinese,cross_ethnic
20490746.89815846,0.8870501161576202,8of8,Chinese,cross_ethnic
21963853.72416547,0.8909144214496385,8of8,Chinese,cross_ethnic
23542864.143224154,0.8946887035223535,8of8,Chinese,cross_ethnic
25235391.70434766,0.8983734667027505,8of8,Chinese,cross_ethnic
27049597.304631315,0.9019692858524914,8of8,Chinese,cross_ethnic
28994228.538828753,0.9054768035291763,8of8,Chinese,cross_ethnic
31078661.877820138,0.9088967263782388,8of8,Chinese,cross_ethnic
33312947.879346702,0.9122298209231423,8of8,Chinese,cross_ethnic
35707859.64900462,0.9154769089551675,8of8,Chinese,cross_ethnic
38274944.785163075,0.9186388627415442,8of8,Chinese,cross_ethnic
41026581.0582719,0.9217166002710933,8of8,Chinese,cross_ethnic
43976036.09302721,0.9247110807399191,8of8,Chinese,cross_ethnic
47137531.34116719,0.9276233004466641,8of8,Chinese,cross_ethnic
50526310.6533568,0.9304542892196338,8of8,Chinese,cross_ethnic
54158713.78079465,0.9332051074404174,8of8,Chinese,cross_ethnic
58052255.160948955,0.9358768436658115,8of8,Chinese,cross_ethnic
62225708.36730231,0.9384706127884235,8of8,Chinese,cross_ethnic
66699196.63030115,0.9409875546234813,8of8,Chinese,cross_ethnic
71494289.86597577,0.9434288327718947,8of8,Chinese,cross_ethnic
76634108.68007447,0.9457956335929865,8of8,Chinese,cross_ethnic
82143435.84919421,0.9480891651273006,8of8,Chinese,cross_ethnic
88048835.81643465,0.9503106558397982,8of8,Chinese,cross_ethnic
94378782.77775371,0.9524613531018665,8of8,Chinese,cross_ethnic
101163797.9766207,0.9545425213888068,8of8,Chinese,cross_ethnic
108436596.86896087,0.9565554402276606,8of8,Chinese,cross_ethnic
116232246.86798495,0.9585014019781839,8of8,Chinese,cross_ethnic
124588336.42950082,0.9603817095595626,8of8,Chinese,cross_ethnic
133545156.29298975,0.9621976742430615,8of8,Chinese,cross_ethnic
143145893.75234815,0.9639506136171663,8of8,Chinese,cross_ethnic
153436840.89300132,0.9656418498022059,8of8,Chinese,cross_ethnic
164467617.79946628,0.9672727079542003,8of8,Chinese,cross_ethnic
176291411.80959442,0.9688445150614979,8of8,Chinese,cross_ethnic
188965233.96912038,0.9703585990095522,8of8,Chinese,cross_ethnic
202550193.92306665,0.9718162878721514,8of8,Chinese,cross_ethnic
217111794.56945008,0.9732189093806906,8of8,Chinese,cross_ethnic
232720247.8960412,0.9745677905225569,8of8,Chinese,cross_ethnic
249450813.52303165,0.9758642572200734,8of8,Chinese,cross_ethnic
267384161.5839944,0.9771096340384955,8of8,Chinese,cross_ethnic
286606761.69482446,0.9783052438638127,8of8,Chinese,cross_ethnic
307211299.8861747,0.9794524074804845,8of8,Chinese,cross_ethnic
329297125.5097148,0.9805524429701956,8of8,Chinese,cross_ethnic
352970730.27306575,0.981606664850646,8of8,Chinese,cross_ethnic
378346261.7131933,0.9826163828827845,8of8,Chinese,cross_ethnic
405546073.5840828,0.9835829004978294,8of8,Chinese,cross_ethnic
434701315.8125017,0.9845075128310433,8of8,Chinese,cross_ethnic
465952566.86646676,0.9853915043939032,8of8,Chinese,cross_ethnic
499450511.585514,0.9862361464642074,8of8,Chinese,cross_ethnic
535356667.7410719,0.9870426943179301,8of8,Chinese,cross_ethnic
573844164.8302405,0.9878123844601256,8of8,Chinese,cross_ethnic
615098578.8580505,0.9885464320288793,8of8,Chinese,cross_ethnic
659318827.1333542,0.9892460285421135,8of8,Chinese,cross_ethnic
706718127.3927476,0.9899123401311012,8of8,Chinese,cross_ethnic
