sample_id,cluster,pc1,pc2
BMDP_OUT_13546,Cluster_1,0.9464371793675979,0.027169115811312358
BMDP_OUT_13562,Cluster_3,0.42402776862504266,-0.2855026532311461
BMDP_OUT_13563,Cluster_2,-0.04162005543512337,0.49920209134923976
BMDP_OUT_1368,Cluster_1,1.1981725831778527,0.1756521568723181
BMDP_OUT_1369,Cluster_1,1.2618726113639869,0.46137099332821685
BMDP_OUT_1370,Cluster_3,-0.12329061275722927,-0.8462401187812367
BMDP_OUT_1371,Cluster_1,0.21732816565295401,1.274816953533756
BMDP_OUT_1372,Cluster_1,0.47120130333950094,1.0203537545549841
BMDP_OUT_1373,Cluster_1,1.1157225498184573,0.20556410479893478
BMDP_OUT_1374,Cluster_2,0.12112618204566744,0.812640110995517
BMDP_OUT_1375,Cluster_1,0.8250288722835137,-0.14019941011951187
BMDP_OUT_13954,Cluster_3,0.34439164035162734,-0.630421542985935
BMDP_OUT_13955,Cluster_1,0.6346181427276574,0.578218661737571
BMDP_OUT_13956,Cluster_1,1.064918969345105,0.235720868660863
BMDP_OUT_13957,Cluster_3,0.07049462117752105,-0.9291504055212146
BMDP_OUT_13958,Cluster_2,-0.07093399505849468,0.4785490001423416
BMDP_OUT_13959,Cluster_3,-0.6835509207317545,-1.2605679995029664
BMDP_OUT_13960,Cluster_2,-1.031510236029119,0.35219704327862356
BMDP_OUT_13961,Cluster_3,-0.76126489780417,-0.6345956991110231
BMDP_OUT_13962,Cluster_3,-0.009544084813444959,-0.5739787612142421
BMDP_OUT_13963,Cluster_2,-0.4933305286353935,0.6916766251711902
BMDP_OUT_13964,Cluster_2,-0.6624977333968178,-0.16973747863629296
BMDP_OUT_13965,Cluster_1,1.1448794921162317,1.1368863357055583
BMDP_OUT_13967,Cluster_3,0.3705368051294808,-0.0704927344772327
BMDP_OUT_13968,Cluster_3,0.2554239610771742,-0.29506415472441416
BMDP_OUT_13969,Cluster_1,0.8492089523378485,0.02818685692009469
BMDP_OUT_13975,Cluster_3,-0.4574058661540954,-0.9485228252402631
BMDP_OUT_14000,Cluster_3,0.3631185508103433,-0.18725473386848568
BMDP_OUT_14038,Cluster_1,0.3137589229407845,0.4245256373667644
BMDP_OUT_14055,Cluster_2,-0.018204969861464443,-0.005921609606667558
BMDP_OUT_14061,Cluster_3,0.2836524186733213,-0.4836741576210997
BMDP_OUT_14062,Cluster_2,-0.8909864054230643,0.34126451176400796
BMDP_OUT_14063,Cluster_1,0.41698051847748996,0.7115653899559845
BMDP_OUT_14156,Cluster_3,-0.6130737781308745,-0.7390557564767114
BMDP_OUT_14165,Cluster_2,-0.027068231596229342,0.38645503904480544
BMDP_OUT_14166,Cluster_3,-0.3248656392089201,-1.216091968357709
BMDP_OUT_14184,Cluster_3,0.18091977379703394,-0.5604733029630248
BMDP_OUT_14220,Cluster_2,-0.3978113611989198,0.8817016001184848
BMDP_OUT_14223,Cluster_3,-0.17404692991562074,-0.6707790214407143
BMDP_OUT_14302,Cluster_2,-0.8176352143202966,0.42280956279914494
BMDP_OUT_14303,Cluster_3,-0.07246959624748123,-0.7499462144710726
BMDP_OUT_14304,Cluster_3,-0.21187858528141254,-0.6545702855147578
BMDP_OUT_14306,Cluster_3,-0.3369276620973962,-0.7131088889045286
BMDP_OUT_14307,Cluster_3,0.1963300926426378,-0.38457700332069295
BMDP_OUT_14372,Cluster_2,0.2603513668867693,0.08753864784900488
BMDP_OUT_14378,Cluster_3,-0.6470911776397869,-1.3260339320796983
BMDP_OUT_14383,Cluster_1,1.3291583988145144,0.27276181290117674
BMDP_OUT_14416,Cluster_1,1.3646402632916312,0.2191033244466381
BMDP_OUT_14417,Cluster_1,1.471566938845308,0.3398845942080189
BMDP_OUT_14418,Cluster_3,-0.17119201245464913,-0.3741066068546366
BMDP_OUT_14475,Cluster_3,-0.5968008624955194,-1.1140744894383845
BMDP_OUT_14476,Cluster_3,-0.2542866952605094,-0.5847285376059469
BMDP_OUT_14477,Cluster_3,-0.3766394195199272,-0.8452430649283655
BMDP_OUT_14512,Cluster_1,1.2899087877363546,0.5126514699172935
BMDP_OUT_14598,Cluster_1,0.5813646833602842,-0.2775381006096923
BMDP_OUT_14599,Cluster_1,0.5727999028794127,0.21987530792432752
BMDP_OUT_14600,Cluster_1,0.6210651602716929,-0.46205342642341696
BMDP_OUT_14601,Cluster_2,-1.2943889444760366,0.44010613574892565
BMDP_OUT_14602,Cluster_2,-0.7325213290217032,-0.09029857389013442
BMDP_OUT_14603,Cluster_2,-0.9439495411977914,0.5386698446880648
BMDP_OUT_14666,Cluster_3,-0.7839353450434398,-0.4323642535438657
BMDP_OUT_147,Cluster_2,-0.9611234339194774,0.3905943477811588
BMDP_OUT_14873,Cluster_3,0.05212816224263929,-0.32180067011709224
BMDP_OUT_14874,Cluster_3,0.2898127324033679,-0.8659601450662517
BMDP_OUT_14875,Cluster_1,0.8163378057247419,-0.3132167043953544
BMDP_OUT_14876,Cluster_2,-1.0390015136368584,0.8572687510766734
BMDP_OUT_14877,Cluster_3,0.2538463041979757,-0.1987330170924089
BMDP_OUT_14882,Cluster_2,-0.5735940861715108,0.9107501431845021
BMDP_OUT_15213,Cluster_3,-0.016294868451462052,-0.3703742961621438
BMDP_OUT_15237,Cluster_2,-0.3155325672286564,0.8420174819385524
BMDP_OUT_15238,Cluster_2,-0.9090925262161558,0.8639678413184181
BMDP_OUT_15239,Cluster_2,-1.1548251993670084,0.6134765979377123
BMDP_OUT_15249,Cluster_1,1.3352436080699834,0.2523171755911412
BMDP_OUT_15250,Cluster_1,0.6296941419706336,-0.5572048876400842
BMDP_OUT_15251,Cluster_1,0.8481831115173034,0.02308695055350539
BMDP_OUT_15252,Cluster_3,-0.1424613912032621,-0.5694619797298817
BMDP_OUT_15253,Cluster_3,0.44313054750404746,-0.2650717836146525
BMDP_OUT_15254,Cluster_1,0.5112266690023631,0.3775465736934787
BMDP_OUT_15318,Cluster_2,-0.4904229906259977,0.45492848611257686
BMDP_OUT_15320,Cluster_2,-0.44701765288251794,0.37482847214696174
BMDP_OUT_15321,Cluster_2,-0.9435545393305864,0.8791674094911069
BMDP_OUT_15322,Cluster_2,-0.7883197356751913,0.1717965961973562
BMDP_OUT_15323,Cluster_3,0.11775064212302938,-0.3309108026190747
BMDP_OUT_15324,Cluster_3,-0.03985594775793175,-0.8901870937723557
BMDP_OUT_15325,Cluster_1,0.19563556683462888,0.16839057523894696
BMDP_OUT_15588,Cluster_3,-0.5492634010148952,-1.2489756908319987
BMDP_OUT_15589,Cluster_1,1.3126093473952838,0.3753224914905538
BMDP_OUT_15590,Cluster_2,-1.0567794245092692,0.9470001858695624
BMDP_OUT_15591,Cluster_2,-1.1439078819566189,0.16042082227666377
BMDP_OUT_15592,Cluster_1,0.5499489227510915,0.1365106417836165
BMDP_OUT_15612,Cluster_2,-0.5239622226966932,0.18093260840012004
BMDP_OUT_15631,Cluster_2,-1.0272469531857282,0.5905982448996899
BMDP_OUT_15632,Cluster_2,-0.9945447444666462,1.1765268656905088
BMDP_OUT_15823,Cluster_3,-0.5914798231265431,-0.7657213314207124
BMDP_OUT_15824,Cluster_2,-0.24470866931970023,0.6880761727218031
BMDP_OUT_15825,Cluster_3,-0.11575817883562459,-1.4024608390317719
BMDP_OUT_15826,Cluster_2,-0.4184375274859382,0.2578052636650406
BMDP_OUT_15827,Cluster_1,0.8974899291714832,0.2356104570470332
BMDP_OUT_15828,Cluster_2,-1.1491696816650905,-0.08671448809447126
